"Title","COG Category","Essentiality","Function","GO IDs","Pathway","Product","Short Name","Synonyms"
"CD630_04220","POORLY CHARACTERIZED","","","","","Putative conjugative transposon proteinTn1549-like, CTn2-Orf17","",""
"CD630_04230","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0004386, GO:0005524","","Putative DNA/RNA helicase Tn1549-like,CTn2-Orf18","",""
"CD630_04240","POORLY CHARACTERIZED","","","GO:0003697","","Putative nucleic acid-binding proteinTn1549-like, CTn2-Orf19","",""
"CD630_04250","CELLULAR PROCESSES AND SIGNALING","","","GO:0004519","","Putative endonuclease relaxase Tn1549-like,CTn2-Orf20","",""
"CD630_04260","POORLY CHARACTERIZED","","","","","Putative conjugative transposon proteinTn1549-like, CTn2-Orf21","",""
"CD630_04270","INFORMATION STORAGE AND PROCESSING","","","GO:0003677","","Transcriptional regulator, HTH-type Tn1549-like,CTn2-Orf22","",""
"CD630_04280","INFORMATION STORAGE AND PROCESSING","","","GO:0003700, GO:0043565","","Transcriptional regulator, AraC familyTn1549-like, CTn2-Orf23","",""
"CD630_04290","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein Tn1549-like,CTn2-Orf24","",""
"CD630_04300","METABOLISM","","","GO:0016021","","ABC-type transport system, cobalt-specificpermease Tn1549-like, CTn2-Orf25","",""
"CD630_04310","METABOLISM","","","GO:0005524, GO:0016887","","ABC-type transport system, cobalt-specificATP-binding protein Tn1549-like, CTn2-Orf26","",""
"CD630_04320","CELLULAR PROCESSES AND SIGNALING","","","GO:0005524, GO:0016021, GO:0016887, GO:0042626","","ABC-type transport system, multidrug-familypermease Tn1549-like, CTn2-Orf27","",""
"CD630_04330","CELLULAR PROCESSES AND SIGNALING","","","GO:0005524, GO:0016021, GO:0016887, GO:0042626","","ABC-type transport system, multidrug-familypermease Tn1549-like, CTn2-Orf28","",""
"CD630_04340","CELLULAR PROCESSES AND SIGNALING","","","GO:0015297, GO:0016021, GO:0042910","","Putative drug/sodium antiporter, MATE family,Tn1549-like, CTn2-Orf29","",""
"CD630_04350","POORLY CHARACTERIZED","","","GO:0003700, GO:0006352","","Putative sigma factor Tn1549-like, CTn2-Orf31","",""
"CD630_04360","INFORMATION STORAGE AND PROCESSING","","","GO:0000150, GO:0003677","","Putative recombinase Tn1549-like, CTn2-Orf34","",""
"CD630_04380","POORLY CHARACTERIZED","","","GO:0016021","","Conserved hypothetical protein","",""
"CD630_04390","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_04400","POORLY CHARACTERIZED","","","","","Putative cell wall binding protein","cwp27",""
"CD630_04410","INFORMATION STORAGE AND PROCESSING","","","GO:0005524, GO:0006355, GO:0008134, GO:0043565","","Transcriptional regulator, sigma-54-dependent","",""
"CD630_04420","METABOLISM","","","GO:0016620, GO:0047530, GO:0051287","","2,4-diaminopentanoate dehydrogenase","ord",""
"CD630_04430","POORLY CHARACTERIZED","","","","","2-amino-4-ketopentanoate thiolase alpha subunit","ortA",""
"CD630_04440","POORLY CHARACTERIZED","","","","","2-amino-4-ketopentanoate thiolase beta subunit","ortB",""
"CD630_04450","POORLY CHARACTERIZED","","","GO:0031419, GO:0047831","","D-ornithine aminomutase S component","oraS",""
"CD630_04460","POORLY CHARACTERIZED","","","GO:0031419, GO:0046872, GO:0046983, GO:0047831","","D-ornithine aminomutase E component","oraE",""
"CD630_04470","POORLY CHARACTERIZED","","","","","Putative reactivating factor foradenosylcobalamine-dependent D-ornithine aminomutase","",""
"CD630_04480","METABOLISM","","","GO:0050157","","ornithine racemase","orr",""
"CD630_04490","METABOLISM","","","GO:0015297, GO:0016021","","Na+/H+ antiporter, NhaA family","",""
"CD630_04500","INFORMATION STORAGE AND PROCESSING","","","","","Putative transcriptional regulator","",""
"CD630_04510","POORLY CHARACTERIZED","","","GO:0051213","","Putative dioxygenase","",""
"CD630_04520","METABOLISM","","","GO:0016787","","Putative hydrolase, NUDIX family","",""
"CD630_04530","METABOLISM","","","GO:0016787","","Putative hydrolase","",""
"CD630_04532","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_04540","INFORMATION STORAGE AND PROCESSING","","","GO:0003700, GO:0008080, GO:0043565","","Transcriptional regulator, AraC family","",""
"CD630_04550","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0003678, GO:0005524","","Putative helicase, UvrD family","",""
"CD630_04560","INFORMATION STORAGE AND PROCESSING","","","GO:0005524, GO:0016887","","ABC-type transport system, ATP-binding protein","",""
"CD630_04580","CELLULAR PROCESSES AND SIGNALING","","","GO:0008658, GO:0008800, GO:0017001, GO:0046677","","Putative beta-lactamase","",""
"CD630_04590","CELLULAR PROCESSES AND SIGNALING","","","GO:0005524, GO:0016887","","ABC-type transport system, ATP-binding protein","",""
"CD630_04600","CELLULAR PROCESSES AND SIGNALING","","","GO:0016021","","ABC-type transport system, permease","",""
"CD630_04610","CELLULAR PROCESSES AND SIGNALING","","","GO:0000155, GO:0005524, GO:0016021","","Two-component sensor histidine kinase","",""
"CD630_04620","CELLULAR PROCESSES AND SIGNALING","","","GO:0000160, GO:0003677, GO:0006355","","Two-component response regulator","",""
"CD630_04630","INFORMATION STORAGE AND PROCESSING","","","GO:0003677","","Transcriptional regulator, TetR family","",""
"CD630_04640","POORLY CHARACTERIZED","","","GO:0016787","","Putative beta-lactamase-like hydrolase","",""
"CD630_04650","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0003700, GO:0097367, GO:1901135","","Transcriptional regulator, RpiR family","",""
"CD630_04660","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0003700, GO:0097367, GO:1901135","","Transcriptional regulator, RpiR family","",""
"CD630_04670","POORLY CHARACTERIZED","","","GO:0016787","","Putative hydrolase, HAD superfamily, subfamilyIIB","",""
"CD630_04680","METABOLISM","","","GO:0004556, GO:0005975, GO:0043169, GO:0103025","","oligo-1,6-glucosidase (Sucrase-isomaltase)","malL",""
"CD630_04690","METABOLISM","","","GO:0005886, GO:0008982, GO:0009401, GO:0016021, GO:0016301, GO:0046872, GO:0103111","","PTS system, sucrose-specific IIABC component","",""
"CD630_04700","INFORMATION STORAGE AND PROCESSING, CELLULAR PROCESSES AND SIGNALING","","","GO:0008658, GO:0008800, GO:0016021","","Beta-lactamase-inducing penicillin-bindingprotein","blaR",""
"CD630_04710","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0045892","","Transcriptional regulator, Penicillinaserepressor","blaI",""
"CD630_04720","POORLY CHARACTERIZED","","Redox-active protein probably involved in electron transport.","GO:0016491, GO:0046872, GO:0051539","","Putative reductase","",""
"CD630_04730","INFORMATION STORAGE AND PROCESSING","","","GO:0003700","","Transcriptional regulator, MarR family","",""
"CD630_04740","METABOLISM","","","","","Putative iron-sulfur protein","",""
"CD630_04750","INFORMATION STORAGE AND PROCESSING","","","","","Conserved hypothetical protein","",""
"CD630_04770","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_04780","CELLULAR PROCESSES AND SIGNALING","","","GO:0005524, GO:0016887","","ABC-type transport system,lantibiotic/multidrug-family ATP-binding protein","spaF",""
"CD630_04790","POORLY CHARACTERIZED","","","GO:0016021","","ABC-type transport system,lantibiotic/multidrug-family permease","spaE",""
"CD630_04800","POORLY CHARACTERIZED","","","GO:0016021","","ABC-type transport system,lantibiotic/multidrug-family permease","spaG",""
"CD630_04810","CELLULAR PROCESSES AND SIGNALING","","","GO:0000160, GO:0003677, GO:0006355","","Two-component response regulator","spaR",""
"CD630_04820","CELLULAR PROCESSES AND SIGNALING","","","GO:0000155, GO:0005524, GO:0016021","","Two-component sensor histidine kinase","spaK",""
"CD630_04830","CELLULAR PROCESSES AND SIGNALING","","","GO:0016021","","ABC-type transport system, permease","",""
"CD630_04840","CELLULAR PROCESSES AND SIGNALING","","","GO:0005524, GO:0016887","","ABC-type transport system, ATP-binding protein","",""
"CD630_04850","CELLULAR PROCESSES AND SIGNALING","","","GO:0000155, GO:0005524, GO:0016021","","Two-component sensor histidine kinase","",""
"CD630_04860","CELLULAR PROCESSES AND SIGNALING","","","GO:0000160, GO:0003677, GO:0006355","","Two-component response regulator","",""
"CD630_04870","POORLY CHARACTERIZED","","","GO:0006807, GO:0016787","","Putative carbon-nitrogen hydrolase","",""
"CD630_04880","METABOLISM","","","GO:0005886, GO:0016021","","Putative small multidrug resistance SugE-likeprotein","",""
"CD630_04890","METABOLISM","","","GO:0004639","","Putativephosphoribosylaminoimidazole-succinocarboxamide synthetase","",""
"CD630_04900","METABOLISM","","","GO:0008270, GO:0016491","","Putative sugar-phosphate dehydrogenase","",""
"CD630_04910","METABOLISM","","","GO:0009401, GO:0016021","","PTS system, mannose/fructose/sorbose IIAcomponent","",""
"CD630_04920","METABOLISM","","","GO:0005737, GO:0008982, GO:0009401, GO:0103111","","PTS system, mannose/fructose/sorbose IIBcomponent","",""
"CD630_04930","METABOLISM","","","GO:0009401, GO:0016021","","PTS system, mannose/fructose/sorbose IICcomponent","",""
"CD630_04940","METABOLISM","","","GO:0009401, GO:0016021","","PTS system, mannose/fructose/sorbose IIDcomponent","",""
"CD630_04960","POORLY CHARACTERIZED","","","","","Putative conjugative transposon protein DUF961family Tn5397, CTn3-Orf23","",""
"CD630_04970","POORLY CHARACTERIZED","","","","","Putative conjugative transposon protein DUF961family Tn5397, CTn3-Orf22","",""
"CD630_04980","CELLULAR PROCESSES AND SIGNALING","","","GO:0003677, GO:0005524, GO:0016021","","Putative cell-division FtsK/SpoIIIE-familyprotein Tn5397, CTn3-Orf21","",""
"CD630_04981","POORLY CHARACTERIZED","","","","","Putative conjugative transposon protein Tn5397,CTn3-Orf20.1","",""
"CD630_04990","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0003743, GO:0003916, GO:0006270","","Putative replication initiation factor Tn5397,CTn3-Orf20","",""
"CD630_04991","POORLY CHARACTERIZED","","","GO:0016021","","Putative conjugative transposon protein Tn5397,CTn3-Orf19","",""
"CD630_05000","POORLY CHARACTERIZED","","","","","Putative antirestriction protein Tn5397,CTn3-Orf18","",""
"CD630_05010","POORLY CHARACTERIZED","","","GO:0016021","","Putative conjugative transposon protein Tn5397,CTn3-Orf17","",""
"CD630_05020","POORLY CHARACTERIZED","","","","","Putative ATPase Tn5397, CTn3-Orf16","",""
"CD630_05030","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein Tn5397, CTn3-Orf15","",""
"CD630_05060","INFORMATION STORAGE AND PROCESSING","","","GO:0003964, GO:0004519","","Reverse transcriptase/maturase/endonuclease,Group II intron","",""
"CD630_05070","POORLY CHARACTERIZED","","","","","Putative conjugative transposon protein Tn5397,CTn3-Orf13","",""
"CD630_05080","CELLULAR PROCESSES AND SIGNALING","","","GO:0003924, GO:0005525","","Tetracycline resistance protein Tn5397","tetM",""
"CD630_05081","POORLY CHARACTERIZED","","","","","Putative conjugative transposon protein Tn5397,CTn3-Orf6","",""
"CD630_05090","INFORMATION STORAGE AND PROCESSING","","","GO:0003677","","Transcriptional regulator, HTH-type Tn5397,CTn3-Orf9","",""
"CD630_05100","POORLY CHARACTERIZED","Yes","","GO:0003677, GO:0003700, GO:0006352, GO:0016987","","Putative RNA polymerase sigma factor Tn5397,CTn3-Orf7","",""
"CD630_05101","POORLY CHARACTERIZED","","","","","Putative conjugative transposon protein Tn5397,CTn3-Orf8","",""
"CD630_05110","INFORMATION STORAGE AND PROCESSING","","","GO:0000150, GO:0003677","","Recombinase site-specific resolvase familyTn5397, CTn3-Orf3","tndX",""
"CD630_05140","CELLULAR PROCESSES AND SIGNALING","","","","","Cell surface protein","cwpV",""
"CD630_05150","CELLULAR PROCESSES AND SIGNALING","","","GO:0009002","","D-alanyl-D-alanine carboxypeptidase, S11peptidase family","",""
"CD630_05160","CELLULAR PROCESSES AND SIGNALING","","","GO:0003677, GO:0005524, GO:0006355, GO:0008134, GO:0009401, GO:0016021","","Transcription antiterminator","",""
"CD630_05170","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein","",""
"CD630_05180","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein","",""
"CD630_05190","POORLY CHARACTERIZED","","","GO:0016021","","Conserved hypothetical protein","",""
"CD630_05200","CELLULAR PROCESSES AND SIGNALING","","","GO:0000155, GO:0005524, GO:0016021","","Two-component sensor histidine kinase","",""
"CD630_05210","CELLULAR PROCESSES AND SIGNALING","","","GO:0000160, GO:0003677, GO:0006355","","Two-component response regulator","",""
"CD630_05220","CELLULAR PROCESSES AND SIGNALING","","","","","Putative c-di-GMP regulatory protein","",""
"CD630_05230","POORLY CHARACTERIZED","","","","","Putative transcriptional regulator","",""
"CD630_05240","METABOLISM","","","GO:0004177","","Putative peptidase, M20 family","",""
"CD630_05270","POORLY CHARACTERIZED","","","GO:0016787","","Putative beta-lactamase-like hydrolase","",""
"CD630_05280","METABOLISM","","","GO:0016787","","Putative amidohydrolase","",""
"CD630_05290","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein","",""
"CD630_05300","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein","",""
"CD630_05310","INFORMATION STORAGE AND PROCESSING","","","GO:0003700","","Transcriptional regulator, DeoR family","",""
"CD630_05320","INFORMATION STORAGE AND PROCESSING","","","","","Putative transcriptional regulator","",""
"CD630_05330","CELLULAR PROCESSES AND SIGNALING","","","GO:0000160","","Chemotaxis protein CheY","cheY",""
"CD630_05340","CELLULAR PROCESSES AND SIGNALING, CELLULAR PROCESSES AND SIGNALING","","","GO:0016787","","Chemotaxis protein CheY-P phosphatase CheC","cheC",""
"CD630_05350","CELLULAR PROCESSES AND SIGNALING, CELLULAR PROCESSES AND SIGNALING","","Probably deamidates glutamine residues to glutamate on methyl-accepting chemotaxis receptors (MCPs), playing an important role in chemotaxis. ","GO:0006935, GO:0050568","","Probable chemoreceptor glutamine deamidase CheD","cheD",""
"CD630_05360","CELLULAR PROCESSES AND SIGNALING, CELLULAR PROCESSES AND SIGNALING","","","GO:0006935, GO:0007165","","Purine-binding chemotaxis protein CheW","cheW",""
"CD630_05370","CELLULAR PROCESSES AND SIGNALING","","","GO:0000160","","Putative CheY-like chemosensory protein","",""
"CD630_05380","METABOLISM","","","GO:0004888, GO:0006935, GO:0007165, GO:0016021","","Putative methyl-accepting chemotaxis receptor,MCP family","",""
"CD630_05390","CELLULAR PROCESSES AND SIGNALING","","","GO:0000155, GO:0005524, GO:0005737, GO:0006935","","Chemotaxis protein CheA","cheA",""
"CD630_05400","CELLULAR PROCESSES AND SIGNALING, CELLULAR PROCESSES AND SIGNALING","","","GO:0006935, GO:0007165","","Chemotaxis protein CheW","cheW",""
"CD630_05410","CELLULAR PROCESSES AND SIGNALING","","","GO:0008983","","Methyl-accepting chemotaxis proteinsmethyltransferase, MCP family","cheR",""
"CD630_05420","CELLULAR PROCESSES AND SIGNALING","","","GO:0000156, GO:0005737, GO:0006935, GO:0008984","","Putative protein-glutamate methylesterase","",""
"CD630_05430","POORLY CHARACTERIZED","","","GO:0016021","","Conserved hypothetical protein","",""
"CD630_05440","METABOLISM","","","GO:0008473","","Putative ornithine cyclodeaminase","",""
"CD630_05460","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein, DUF975 family","",""
"CD630_05470","INFORMATION STORAGE AND PROCESSING","Yes","","GO:0003677, GO:0045892","","Transcriptional regulator, beta-lactamsrepressor","",""
"CD630_05480","INFORMATION STORAGE AND PROCESSING, CELLULAR PROCESSES AND SIGNALING","","","GO:0016021","","Putative penicillin-binding peptidase BlaR1-like,M56 family","",""
"CD630_05500","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein","",""
"CD630_05510","POORLY CHARACTERIZED","","","GO:0008933","","Spore exo-acting lytic transglycosylase","sleC",""
"CD630_05520","POORLY CHARACTERIZED","","Involved in the degradation of specific anti-sigma factors, specifically RsiT. Involved in the regulation of extracytoplasmic function sigma factors expression. Seems to play a role in the resistance to antimicrobial peptides. Required for colonization or survival in the host cecum. ","GO:0005886, GO:0007165, GO:0008233, GO:0016021","","Site-1 protease","prsW","sleB"
"CD630_05530","INFORMATION STORAGE AND PROCESSING","","","GO:0003723, GO:0005737, GO:0008168, GO:0032259","","Putative RNA methyltransferase","",""
"CD630_05540","CELLULAR PROCESSES AND SIGNALING","","","GO:0008236, GO:0016021","","Signal peptidase type I","sip2",""
"CD630_05550","CELLULAR PROCESSES AND SIGNALING","","","GO:0008236, GO:0016021","","Signal peptidase type I","sip2",""
